"imdb_url","season","episode_number_relative","episode_number_absolute","title","airdate","rating","reviews_amount"
"https://www.imdb.com/title/tt1291169/?ref_=ttep_ep5","20","5","425","Dangerous Curves","2008-11-09","66","1400"
"https://www.imdb.com/title/tt1291170/?ref_=ttep_ep6","20","6","426","Homer and Lisa Exchange Cross Words","2008-11-16","70","1400"
"https://www.imdb.com/title/tt1291171/?ref_=ttep_ep7","20","7","427","MyPods and Boomsticks","2008-11-30","71","1500"
"https://www.imdb.com/title/tt1291172/?ref_=ttep_ep8","20","8","428","The Burns and the Bees","2008-12-07","65","1400"
"https://www.imdb.com/title/tt1291173/?ref_=ttep_ep9","20","9","429","Lisa the Drama Queen","2009-01-25","60","1500"
"https://www.imdb.com/title/tt1291155/?ref_=ttep_ep10","20","10","430","Take My Life, Please","2009-02-15","69","1300"
"https://www.imdb.com/title/tt1291156/?ref_=ttep_ep11","20","11","431","How the Test Was Won","2009-03-01","70","1300"
"https://www.imdb.com/title/tt1291157/?ref_=ttep_ep12","20","12","432","No Loan Again, Naturally","2009-03-08","68","1300"
"https://www.imdb.com/title/tt1291158/?ref_=ttep_ep13","20","13","433","Gone Maggie Gone","2009-03-15","72","1400"
"https://www.imdb.com/title/tt1291159/?ref_=ttep_ep14","20","14","434","In the Name of the Grandfather","2009-03-22","63","1300"
"https://www.imdb.com/title/tt1291160/?ref_=ttep_ep15","20","15","435","Wedding for Disaster","2009-03-29","66","1300"
"https://www.imdb.com/title/tt1291161/?ref_=ttep_ep16","20","16","436","Eeny Teeny Maya Moe","2009-04-05","72","1400"
"https://www.imdb.com/title/tt1291162/?ref_=ttep_ep17","20","17","437","The Good, the Sad and the Drugly","2009-04-19","72","1400"
"https://www.imdb.com/title/tt1291163/?ref_=ttep_ep18","20","18","438","Father Knows Worst","2009-04-26","69","1300"
"https://www.imdb.com/title/tt1291164/?ref_=ttep_ep19","20","19","439","Waverly Hills, 9021-D'Oh","2009-05-03","71","1400"
"https://www.imdb.com/title/tt1291165/?ref_=ttep_ep20","20","20","440","Four Great Women and a Manicure","2009-05-10","64","1300"
"https://www.imdb.com/title/tt1291166/?ref_=ttep_ep21","20","21","441","Coming to Homerica","2009-05-17","73","1400"
"https://www.imdb.com/title/tt1502337/?ref_=ttep_ep1","21","1","442","Homer the Whopper","2009-09-27","71","1500"
"https://www.imdb.com/title/tt1519210/?ref_=ttep_ep2","21","2","443","Bart Gets a 'Z'","2009-10-04","66","1400"
"https://www.imdb.com/title/tt1519211/?ref_=ttep_ep3","21","3","444","The Great Wife Hope","2009-10-11","63","1200"
"https://www.imdb.com/title/tt1528000/?ref_=ttep_ep4","21","4","445","Treehouse of Horror XX","2009-10-18","73","1600"
"https://www.imdb.com/title/tt1535905/?ref_=ttep_ep5","21","5","446","The Devil Wears Nada","2009-11-15","67","1300"
"https://www.imdb.com/title/tt1535904/?ref_=ttep_ep6","21","6","447","Pranks and Greens","2009-11-22","66","1200"
"https://www.imdb.com/title/tt1546634/?ref_=ttep_ep7","21","7","448","Rednecks and Broomsticks","2009-11-29","67","1200"
"https://www.imdb.com/title/tt1563958/?ref_=ttep_ep8","21","8","449","Oh Brother, Where Bart Thou?","2009-12-13","71","1300"
"https://www.imdb.com/title/tt1572119/?ref_=ttep_ep9","21","9","450","Thursdays with Abie","2010-01-03","67","1200"
"https://www.imdb.com/title/tt1572482/?ref_=ttep_ep10","21","10","451","Once Upon a Time in Springfield","2010-01-10","65","1200"
"https://www.imdb.com/title/tt1589903/?ref_=ttep_ep11","21","11","452","Million Dollar Maybe","2010-01-31","71","1200"
"https://www.imdb.com/title/tt1589902/?ref_=ttep_ep12","21","12","453","Boy Meets Curl","2010-02-14","68","1300"
"https://www.imdb.com/title/tt1597692/?ref_=ttep_ep13","21","13","454","The Color Yellow","2010-02-21","66","1200"
"https://www.imdb.com/title/tt1606137/?ref_=ttep_ep14","21","14","455","Postcards from the Wedge","2010-03-14","70","1100"
"https://www.imdb.com/title/tt1607507/?ref_=ttep_ep15","21","15","456","Stealing First Base","2010-03-21","70","1300"
"https://www.imdb.com/title/tt1614895/?ref_=ttep_ep16","21","16","457","The Greatest Story Ever D'ohed","2010-03-28","57","1500"
"https://www.imdb.com/title/tt1619577/?ref_=ttep_ep17","21","17","458","American History X-cellent","2010-04-11","66","1200"
"https://www.imdb.com/title/tt1626786/?ref_=ttep_ep18","21","18","459","Chief of Hearts","2010-04-18","68","1200"
"https://www.imdb.com/title/tt1629162/?ref_=ttep_ep19","21","19","460","The Squirt and the Whale","2010-04-25","68","1200"
"https://www.imdb.com/title/tt1633108/?ref_=ttep_ep20","21","20","461","To Surveil, with Love","2010-05-02","71","1200"
"https://www.imdb.com/title/tt1635632/?ref_=ttep_ep21","21","21","462","Moe Letter Blues","2010-05-09","70","1200"
"https://www.imdb.com/title/tt1645678/?ref_=ttep_ep22","21","22","463","The Bob Next Door","2010-05-16","73","1300"
"https://www.imdb.com/title/tt1645677/?ref_=ttep_ep23","21","23","464","Judge Me Tender","2010-05-23","65","1200"
"https://www.imdb.com/title/tt1628648/?ref_=ttep_ep1","22","1","465","Elementary School Musical","2010-09-26","62","1400"
"https://www.imdb.com/title/tt1628659/?ref_=ttep_ep2","22","2","466","Loan-a Lisa","2010-10-03","67","1200"
"https://www.imdb.com/title/tt1628662/?ref_=ttep_ep3","22","3","467","MoneyBart","2010-10-10","67","1200"
"https://www.imdb.com/title/tt1628663/?ref_=ttep_ep4","22","4","468","Treehouse of Horror XXI","2010-11-07","71","1500"
"https://www.imdb.com/title/tt1628664/?ref_=ttep_ep5","22","5","469","Lisa Simpson, This Isn't Your Life","2010-11-14","72","1200"
"https://www.imdb.com/title/tt1628665/?ref_=ttep_ep6","22","6","470","The Fool Monty","2010-11-21","65","1200"
"https://www.imdb.com/title/tt1628666/?ref_=ttep_ep7","22","7","471","How Munched Is That Birdie in the Window?","2010-11-28","63","1200"
"https://www.imdb.com/title/tt1628667/?ref_=ttep_ep8","22","8","472","The Fight Before Christmas","2010-12-05","67","1300"
"https://www.imdb.com/title/tt1628668/?ref_=ttep_ep9","22","9","473","Donnie Fatso","2010-12-12","70","1200"
"https://www.imdb.com/title/tt1628649/?ref_=ttep_ep10","22","10","474","Moms I'd Like to Forget","2011-01-09","63","1100"
"https://www.imdb.com/title/tt1628650/?ref_=ttep_ep11","22","11","475","Flaming Moe","2011-01-16","67","1200"
"https://www.imdb.com/title/tt1628651/?ref_=ttep_ep12","22","12","476","Homer the Father","2011-01-23","69","1100"
"https://www.imdb.com/title/tt1628652/?ref_=ttep_ep13","22","13","477","The Blue and the Gray","2011-02-13","67","1100"
"https://www.imdb.com/title/tt1628653/?ref_=ttep_ep14","22","14","478","Angry Dad: The Movie","2011-02-20","72","1300"
"https://www.imdb.com/title/tt1628654/?ref_=ttep_ep15","22","15","479","The Scorpion's Tale","2011-03-06","66","1200"
"https://www.imdb.com/title/tt1628655/?ref_=ttep_ep16","22","16","480","A Midsummer's Nice Dreams","2011-03-13","60","1100"
"https://www.imdb.com/title/tt1628656/?ref_=ttep_ep17","22","17","481","Love Is a Many Strangled Thing","2011-03-27","62","1200"
"https://www.imdb.com/title/tt1628657/?ref_=ttep_ep18","22","18","482","The Great Simpsina","2011-04-10","68","1200"
"https://www.imdb.com/title/tt1628658/?ref_=ttep_ep19","22","19","483","The Real Housewives of Fat Tony","2011-05-01","65","1200"
"https://www.imdb.com/title/tt1628660/?ref_=ttep_ep20","22","20","484","Homer Scissorhands","2011-05-08","71","1200"
"https://www.imdb.com/title/tt1628661/?ref_=ttep_ep21","22","21","485","500 Keys","2011-05-15","73","1200"
"https://www.imdb.com/title/tt1927865/?ref_=ttep_ep22","22","22","486","The Ned-Liest Catch","2011-05-22","69","1200"
"https://www.imdb.com/title/tt2000327/?ref_=ttep_ep1","23","1","487","The Falcon and the D'Ohman","2011-09-25","71","1400"
"https://www.imdb.com/title/tt2047547/?ref_=ttep_ep2","23","2","488","Bart Stops to Smell the Roosevelts","2011-10-02","70","1300"
"https://www.imdb.com/title/tt2083065/?ref_=ttep_ep3","23","3","489","Treehouse of Horror XXII","2011-10-30","64","1500"
"https://www.imdb.com/title/tt2083064/?ref_=ttep_ep4","23","4","490","Replaceable You","2011-11-06","64","1200"
"https://www.imdb.com/title/tt2063514/?ref_=ttep_ep5","23","5","491","The Food Wife","2011-11-13","71","1300"
"https://www.imdb.com/title/tt2090363/?ref_=ttep_ep6","23","6","492","The Book Job","2011-11-20","79","1700"
"https://www.imdb.com/title/tt2098488/?ref_=ttep_ep7","23","7","493","The Man in the Blue Flannel Pants","2011-11-27","67","1100"
"https://www.imdb.com/title/tt2107520/?ref_=ttep_ep8","23","8","494","The Ten-Per-Cent Solution","2011-12-04","61","1100"
"https://www.imdb.com/title/tt2107521/?ref_=ttep_ep9","23","9","495","Holidays of Future Passed","2011-12-11","83","2100"
"https://www.imdb.com/title/tt2107516/?ref_=ttep_ep10","23","10","496","Politically Inept, with Homer Simpson","2012-01-08","60","1200"
"https://www.imdb.com/title/tt2107517/?ref_=ttep_ep11","23","11","497","The D'oh-cial Network","2012-01-15","69","1200"
"https://www.imdb.com/title/tt2107518/?ref_=ttep_ep12","23","12","498","Moe Goes from Rags to Riches","2012-01-29","58","1300"
"https://www.imdb.com/title/tt2107519/?ref_=ttep_ep13","23","13","499","The Daughter Also Rises","2012-02-12","63","1100"
"https://www.imdb.com/title/tt2061517/?ref_=ttep_ep14","23","14","500","At Long Last Leave","2012-02-19","69","1300"
"https://www.imdb.com/title/tt2287235/?ref_=ttep_ep15","23","15","501","Exit Through the Kwik-E-Mart","2012-03-04","68","1100"
"https://www.imdb.com/title/tt2214159/?ref_=ttep_ep16","23","16","502","How I Wet Your Mother","2012-03-11","72","1300"
"https://www.imdb.com/title/tt2282549/?ref_=ttep_ep17","23","17","503","Them, Robot","2012-03-18","69","1200"
"https://www.imdb.com/title/tt2328399/?ref_=ttep_ep18","23","18","504","Beware My Cheating Bart","2012-04-15","71","1200"
"https://www.imdb.com/title/tt2107522/?ref_=ttep_ep19","23","19","505","A Totally Fun Thing Bart Will Never Do Again","2012-04-29","76","1500"
"https://www.imdb.com/title/tt2396247/?ref_=ttep_ep20","23","20","506","The Spy Who Learned Me","2012-05-06","68","1000"
"https://www.imdb.com/title/tt2400823/?ref_=ttep_ep21","23","21","507","Ned 'N Edna's Blend Agenda","2012-05-13","66","1100"
"https://www.imdb.com/title/tt2403733/?ref_=ttep_ep22","23","22","508","Lisa Goes Gaga","2012-05-20","40","3100"
"https://www.imdb.com/title/tt2289606/?ref_=ttep_ep1","24","1","509","Moonshine River","2012-09-30","63","1300"
"https://www.imdb.com/title/tt2396464/?ref_=ttep_ep2","24","2","510","Treehouse of Horror XXIII","2012-10-07","72","1400"
"https://www.imdb.com/title/tt2396344/?ref_=ttep_ep3","24","3","511","Adventures in Baby-Getting","2012-11-04","68","1100"
"https://www.imdb.com/title/tt2507828/?ref_=ttep_ep4","24","4","512","Gone Abie Gone","2012-11-11","67","1100"
"https://www.imdb.com/title/tt2518612/?ref_=ttep_ep5","24","5","513","Penny-Wiseguys","2012-11-18","63","1000"
"https://www.imdb.com/title/tt2518614/?ref_=ttep_ep6","24","6","514","A Tree Grows in Springfield","2012-11-25","63","1100"
"https://www.imdb.com/title/tt2533216/?ref_=ttep_ep7","24","7","515","The Day the Earth Stood Cool","2012-12-09","69","1200"
"https://www.imdb.com/title/tt2533218/?ref_=ttep_ep8","24","8","516","To Cur with Love","2012-12-16","72","1100"
"https://www.imdb.com/title/tt2580138/?ref_=ttep_ep9","24","9","517","Homer Goes to Prep School","2013-01-06","67","1000"
"https://www.imdb.com/title/tt2581142/?ref_=ttep_ep10","24","10","518","A Test Before Trying","2013-01-13","69","1000"
"https://www.imdb.com/title/tt2649908/?ref_=ttep_ep11","24","11","519","Changing of the Guardian","2013-01-27","64","1000"
"https://www.imdb.com/title/tt2649910/?ref_=ttep_ep12","24","12","520","Love Is a Many Splintered Thing","2013-02-10","62","1100"
"https://www.imdb.com/title/tt2710778/?ref_=ttep_ep13","24","13","521","Hardly Kirk-ing","2013-02-17","70","1100"
"https://www.imdb.com/title/tt2710780/?ref_=ttep_ep14","24","14","522","Gorgeous Grampa","2013-03-03","62","1100"
"https://www.imdb.com/title/tt2710782/?ref_=ttep_ep15","24","15","523","Black-Eyed, Please","2013-03-10","69","1100"
"https://www.imdb.com/title/tt2739622/?ref_=ttep_ep16","24","16","524","Dark Knight Court","2013-03-17","71","1100"
"https://www.imdb.com/title/tt2778778/?ref_=ttep_ep17","24","17","525","What Animated Women Want","2013-04-14","64","1100"
"https://www.imdb.com/title/tt2850616/?ref_=ttep_ep18","24","18","526","Pulpit Friction","2013-04-28","64","1000"
"https://www.imdb.com/title/tt2850620/?ref_=ttep_ep19","24","19","527","Whiskey Business","2013-05-05","67","977"
"https://www.imdb.com/title/tt2850618/?ref_=ttep_ep20","24","20","528","The Fabulous Faker Boy","2013-05-12","62","1000"
"https://www.imdb.com/title/tt2857338/?ref_=ttep_ep21","24","21","529","The Saga of Carl","2013-05-19","70","1200"
"https://www.imdb.com/title/tt2739624/?ref_=ttep_ep22","24","22","530","Dangers on a Train","2013-05-19","70","1000"
"https://www.imdb.com/title/tt2932788/?ref_=ttep_ep1","25","1","531","Homerland","2013-09-29","68","1400"
"https://www.imdb.com/title/tt2930940/?ref_=ttep_ep2","25","2","532","Treehouse of Horror XXIV","2013-10-06","69","1500"
"https://www.imdb.com/title/tt2930944/?ref_=ttep_ep3","25","3","533","Four Regrettings and a Funeral","2013-11-03","64","1100"
"https://www.imdb.com/title/tt2967632/?ref_=ttep_ep4","25","4","534","YOLO","2013-11-10","65","1200"
"https://www.imdb.com/title/tt2930950/?ref_=ttep_ep5","25","5","535","Labor Pains","2013-11-17","68","1100"
"https://www.imdb.com/title/tt3298158/?ref_=ttep_ep6","25","6","536","The Kid Is All Right","2013-11-24","64","1200"
"https://www.imdb.com/title/tt3181566/?ref_=ttep_ep7","25","7","537","Yellow Subterfuge","2013-12-08","68","1100"
"https://www.imdb.com/title/tt2930952/?ref_=ttep_ep8","25","8","538","White Christmas Blues","2013-12-15","65","1100"
"https://www.imdb.com/title/tt2966850/?ref_=ttep_ep9","25","9","539","Steal This Episode","2014-01-05","77","1500"
"https://www.imdb.com/title/tt3181598/?ref_=ttep_ep10","25","10","540","Married to the Blob","2014-01-12","69","1200"
"https://www.imdb.com/title/tt3449580/?ref_=ttep_ep11","25","11","541","Specs and the City","2014-01-26","71","1100"
"https://www.imdb.com/title/tt3181558/?ref_=ttep_ep12","25","12","542","Diggs","2014-03-09","63","1100"
"https://www.imdb.com/title/tt3181550/?ref_=ttep_ep13","25","13","543","The Man Who Grew Too Much","2014-03-09","66","1200"
"https://www.imdb.com/title/tt2985826/?ref_=ttep_ep14","25","14","544","The Winter of His Content","2014-03-16","66","1100"
"https://www.imdb.com/title/tt3181612/?ref_=ttep_ep15","25","15","545","The War of Art","2014-03-23","68","1000"
"https://www.imdb.com/title/tt3181608/?ref_=ttep_ep16","25","16","546","You Don't Have to Live Like a Referee","2014-03-30","67","1100"
"https://www.imdb.com/title/tt3181604/?ref_=ttep_ep17","25","17","547","Luca$","2014-04-06","63","1100"
"https://www.imdb.com/title/tt3181488/?ref_=ttep_ep18","25","18","548","Days of Future Future","2014-04-13","70","1200"
"https://www.imdb.com/title/tt3181528/?ref_=ttep_ep19","25","19","549","What to Expect When Bart's Expecting","2014-04-27","58","1100"
"https://www.imdb.com/title/tt2967634/?ref_=ttep_ep20","25","20","550","Brick Like Me","2014-05-04","79","1700"
"https://www.imdb.com/title/tt3319012/?ref_=ttep_ep21","25","21","551","Pay Pal","2014-05-11","66","1000"
"https://www.imdb.com/title/tt3683030/?ref_=ttep_ep22","25","22","552","The Yellow Badge of Cowardge","2014-05-18","66","1000"
"https://www.imdb.com/title/tt3707816/?ref_=ttep_ep1","26","1","553","Clown in the Dumps","2014-09-28","57","1400"
"https://www.imdb.com/title/tt3952586/?ref_=ttep_ep2","26","2","554","The Wreck of the Relationship","2014-10-05","67","1100"
"https://www.imdb.com/title/tt3552794/?ref_=ttep_ep3","26","3","555","Super Franchise Me","2014-10-12","64","1100"
"https://www.imdb.com/title/tt3552792/?ref_=ttep_ep4","26","4","556","Treehouse of Horror XXV","2014-10-19","74","1500"
"https://www.imdb.com/title/tt3603776/?ref_=ttep_ep5","26","5","557","Opposites A-Frack","2014-11-02","63","1000"
"https://www.imdb.com/title/tt3144282/?ref_=ttep_ep6","26","6","558","Simpsorama","2014-11-09","79","2100"
"https://www.imdb.com/title/tt3735244/?ref_=ttep_ep7","26","7","559","Blazed and Confused","2014-11-16","68","1100"
"https://www.imdb.com/title/tt4132794/?ref_=ttep_ep8","26","8","560","Covercraft","2014-11-23","64","1100"
"https://www.imdb.com/title/tt4130168/?ref_=ttep_ep9","26","9","561","I Won't Be Home for Christmas","2014-12-07","68","1100"
"https://www.imdb.com/title/tt2107523/?ref_=ttep_ep10","26","10","562","The Man Who Came to Be Dinner","2015-01-04","66","1300"
"https://www.imdb.com/title/tt4165562/?ref_=ttep_ep11","26","11","563","Bart's New Friend","2015-01-11","71","1100"
"https://www.imdb.com/title/tt3990550/?ref_=ttep_ep12","26","12","564","The Musk Who Fell to Earth","2015-01-25","56","1200"
"https://www.imdb.com/title/tt4357306/?ref_=ttep_ep13","26","13","565","Walking Big & Tall","2015-02-08","62","970"
"https://www.imdb.com/title/tt4390086/?ref_=ttep_ep14","26","14","566","My Fare Lady","2015-02-15","66","952"
"https://www.imdb.com/title/tt4437944/?ref_=ttep_ep15","26","15","567","The Princess Guide","2015-03-01","64","977"
"https://www.imdb.com/title/tt3181538/?ref_=ttep_ep16","26","16","568","Sky Police","2015-03-08","67","1000"
"https://www.imdb.com/title/tt4468144/?ref_=ttep_ep17","26","17","569","Waiting for Duffman","2015-03-15","66","950"
"https://www.imdb.com/title/tt4480332/?ref_=ttep_ep18","26","18","570","Peeping Mom","2015-04-19","66","910"
"https://www.imdb.com/title/tt4480342/?ref_=ttep_ep19","26","19","571","The Kids Are All Fight","2015-04-26","67","920"
"https://www.imdb.com/title/tt4480370/?ref_=ttep_ep20","26","20","572","Let's Go Fly a Coot","2015-05-03","60","900"
"https://www.imdb.com/title/tt4437970/?ref_=ttep_ep21","26","21","573","Bull-E","2015-05-10","65","920"
"https://www.imdb.com/title/tt4480380/?ref_=ttep_ep22","26","22","574","Mathlete's Feat","2015-05-17","67","960"
"https://www.imdb.com/title/tt4341176/?ref_=ttep_ep1","27","1","575","Every Man's Dream","2015-09-27","57","1300"
"https://www.imdb.com/title/tt4480392/?ref_=ttep_ep2","27","2","576","'Cue Detective","2015-10-04","65","1100"
"https://www.imdb.com/title/tt4480438/?ref_=ttep_ep3","27","3","577","Puffless","2015-10-11","69","1100"
"https://www.imdb.com/title/tt4480454/?ref_=ttep_ep4","27","4","578","Halloween of Horror","2015-10-18","75","1500"
"https://www.imdb.com/title/tt4480402/?ref_=ttep_ep5","27","5","579","Treehouse of Horror XXVI","2015-10-25","65","1200"
"https://www.imdb.com/title/tt4485922/?ref_=ttep_ep6","27","6","580","Friend with Benefit","2015-11-08","66","950"
"https://www.imdb.com/title/tt4480444/?ref_=ttep_ep7","27","7","581","Lisa with an ""S""","2015-11-22","59","965"
"https://www.imdb.com/title/tt4659896/?ref_=ttep_ep8","27","8","582","Paths of Glory","2015-12-06","68","936"
"https://www.imdb.com/title/tt4773522/?ref_=ttep_ep9","27","9","583","Barthood","2015-12-13","84","2100"
"https://www.imdb.com/title/tt5148632/?ref_=ttep_ep10","27","10","584","The Girl Code","2016-01-03","65","1000"
"https://www.imdb.com/title/tt4932900/?ref_=ttep_ep11","27","11","585","Teenage Mutant Milk-Caused Hurdles","2016-01-10","65","970"
"https://www.imdb.com/title/tt5179010/?ref_=ttep_ep12","27","12","586","Much Apu About Something","2016-01-17","65","922"
"https://www.imdb.com/title/tt4773532/?ref_=ttep_ep13","27","13","587","Love Is in the N2-O2-Ar-CO2-Ne-He-CH4","2016-02-14","63","880"
"https://www.imdb.com/title/tt4773516/?ref_=ttep_ep14","27","14","588","Gal of Constant Sorrow","2016-02-21","64","1000"
"https://www.imdb.com/title/tt4773510/?ref_=ttep_ep15","27","15","589","Lisa the Veterinarian","2016-03-06","63","890"
"https://www.imdb.com/title/tt4818824/?ref_=ttep_ep16","27","16","590","The Marge-ian Chronicles","2016-03-13","70","960"
"https://www.imdb.com/title/tt5222700/?ref_=ttep_ep17","27","17","591","The Burns Cage","2016-04-03","63","885"
"https://www.imdb.com/title/tt5222722/?ref_=ttep_ep18","27","18","592","How Lisa Got Her Marge Back","2016-04-10","62","840"
"https://www.imdb.com/title/tt5222740/?ref_=ttep_ep19","27","19","593","Fland Canyon","2016-04-24","71","960"
"https://www.imdb.com/title/tt5222750/?ref_=ttep_ep20","27","20","594","To Courier with Love","2016-05-08","66","830"
"https://www.imdb.com/title/tt5222742/?ref_=ttep_ep21","27","21","595","Simprovised","2016-05-15","63","860"
"https://www.imdb.com/title/tt4765704/?ref_=ttep_ep22","27","22","596","Orange Is the New Yellow","2016-05-22","66","885"
"https://www.imdb.com/title/tt5718172/?ref_=ttep_ep1","28","1","597","Monty Burns' Fleeing Circus","2016-09-25","60","978"
"https://www.imdb.com/title/tt5847440/?ref_=ttep_ep2","28","2","598","Friends and Family","2016-10-02","66","930"
"https://www.imdb.com/title/tt5222754/?ref_=ttep_ep3","28","3","599","The Town","2016-10-09","70","1000"
"https://www.imdb.com/title/tt5847462/?ref_=ttep_ep4","28","4","600","Treehouse of Horror XXVII","2016-10-16","68","1200"
"https://www.imdb.com/title/tt5847444/?ref_=ttep_ep5","28","5","601","Trust But Clarify","2016-10-23","63","864"
"https://www.imdb.com/title/tt5847448/?ref_=ttep_ep6","28","6","602","There Will Be Buds","2016-11-06","66","868"
"https://www.imdb.com/title/tt5222762/?ref_=ttep_ep7","28","7","603","Havana Wild Weekend","2016-11-13","62","855"
"https://www.imdb.com/title/tt4765710/?ref_=ttep_ep8","28","8","604","Dad Behavior","2016-11-20","65","832"
"https://www.imdb.com/title/tt5847466/?ref_=ttep_ep9","28","9","605","The Last Traction Hero","2016-12-04","63","792"
"https://www.imdb.com/title/tt5570642/?ref_=ttep_ep10","28","10","606","The Nightmare After Krustmas","2016-12-11","59","867"
"https://www.imdb.com/title/tt5847488/?ref_=ttep_ep11","28","11","607","Pork and Burns","2017-01-08","67","850"
"https://www.imdb.com/title/tt5847482/?ref_=ttep_ep12","28","12","608","The Great Phatsby","2017-01-15","61","1000"
"https://www.imdb.com/title/tt5847490/?ref_=ttep_ep13","28","14","609","Fatzcarraldo","2017-02-12","63","820"
"https://www.imdb.com/title/tt5847492/?ref_=ttep_ep14","28","15","610","The Cad and the Hat","2017-02-19","64","830"
"https://www.imdb.com/title/tt5847434/?ref_=ttep_ep15","28","16","611","Kamp Krustier","2017-03-05","65","825"
"https://www.imdb.com/title/tt4765712/?ref_=ttep_ep16","28","17","612","22 for 30","2017-03-12","65","850"
"https://www.imdb.com/title/tt6012538/?ref_=ttep_ep17","28","18","613","A Father's Watch","2017-03-19","67","837"
"https://www.imdb.com/title/tt6012540/?ref_=ttep_ep18","28","19","614","The Caper Chase","2017-04-02","61","854"
"https://www.imdb.com/title/tt5951416/?ref_=ttep_ep19","28","20","615","Looking for Mr. Goodbart","2017-04-30","68","827"
"https://www.imdb.com/title/tt5951430/?ref_=ttep_ep20","28","21","616","Moho House","2017-05-07","61","772"
"https://www.imdb.com/title/tt6733170/?ref_=ttep_ep21","28","22","617","Dogtown","2017-05-21","64","778"
"https://www.imdb.com/title/tt7156270/?ref_=ttep_ep1","29","1","618","The Serfsons","2017-10-01","68","1300"
"https://www.imdb.com/title/tt7156264/?ref_=ttep_ep2","29","2","619","Springfield Splendor","2017-10-08","65","1000"
"https://www.imdb.com/title/tt6225292/?ref_=ttep_ep3","29","3","620","Whistler's Father","2017-10-15","61","899"
"https://www.imdb.com/title/tt6890620/?ref_=ttep_ep4","29","4","621","Treehouse of Horror XXVIII","2017-10-22","70","1300"
"https://www.imdb.com/title/tt7480030/?ref_=ttep_ep5","29","5","622","Grampy Can Ya Hear Me","2017-11-05","63","866"
"https://www.imdb.com/title/tt7548148/?ref_=ttep_ep6","29","6","623","The Old Blue Mayor She Ain't What She Used To Be","2017-11-12","63","873"
"https://www.imdb.com/title/tt7368116/?ref_=ttep_ep7","29","7","624","Singin' in the Lane","2017-11-19","64","863"
"https://www.imdb.com/title/tt7343996/?ref_=ttep_ep8","29","8","625","Mr. Lisa's Opus","2017-12-03","68","955"
"https://www.imdb.com/title/tt7480064/?ref_=ttep_ep9","29","9","626","Gone Boy","2017-12-10","72","1000"
"https://www.imdb.com/title/tt7156278/?ref_=ttep_ep10","29","10","627","Haw-Haw Land","2018-01-07","64","894"
"https://www.imdb.com/title/tt6890594/?ref_=ttep_ep11","29","11","628","Frink Gets Testy","2018-01-14","62","811"
"https://www.imdb.com/title/tt7852294/?ref_=ttep_ep12","29","12","629","Homer is Where the Art Isn't","2018-03-18","66","886"
"https://www.imdb.com/title/tt7343988/?ref_=ttep_ep13","29","13","630","3 Scenes Plus a Tag from a Marriage","2018-03-25","66","807"
"https://www.imdb.com/title/tt7156280/?ref_=ttep_ep14","29","14","631","Fears of a Clown","2018-04-01","60","764"
"https://www.imdb.com/title/tt7953984/?ref_=ttep_ep15","29","15","632","No Good Read Goes Unpunished","2018-04-08","63","781"
"https://www.imdb.com/title/tt8068912/?ref_=ttep_ep16","29","16","633","King Leer","2018-04-15","63","754"
"https://www.imdb.com/title/tt7343990/?ref_=ttep_ep17","29","17","634","Lisa Gets the Blues","2018-04-22","67","835"
"https://www.imdb.com/title/tt8068902/?ref_=ttep_ep18","29","18","635","Forgive and Regret","2018-04-29","70","842"
"https://www.imdb.com/title/tt8259930/?ref_=ttep_ep19","29","19","636","Left Behind","2018-05-06","66","780"
"https://www.imdb.com/title/tt8259932/?ref_=ttep_ep20","29","20","637","Throw Grampa from the Dane","2018-05-13","67","853"
"https://www.imdb.com/title/tt8292612/?ref_=ttep_ep21","29","21","638","Flanders' Ladder","2018-05-20","76","1200"
"https://www.imdb.com/title/tt6225298/?ref_=ttep_ep1","30","1","639","Bart's Not Dead","2018-09-30","63","1100"
"https://www.imdb.com/title/tt8340874/?ref_=ttep_ep2","30","2","640","Heartbreak Hotel","2018-10-07","61","974"
"https://www.imdb.com/title/tt8340876/?ref_=ttep_ep3","30","3","641","My Way or the Highway to Heaven","2018-10-14","62","934"
"https://www.imdb.com/title/tt7636822/?ref_=ttep_ep4","30","4","642","Treehouse of Horror XXIX","2018-10-21","60","1100"
"https://www.imdb.com/title/tt8340884/?ref_=ttep_ep5","30","5","643","Baby You Can't Drive My Car","2018-11-04","70","887"
"https://www.imdb.com/title/tt8340890/?ref_=ttep_ep6","30","6","644","From Russia Without Love","2018-11-11","65","830"
"https://www.imdb.com/title/tt7702262/?ref_=ttep_ep7","30","7","645","Werking Mom","2018-11-18","58","983"
"https://www.imdb.com/title/tt8340896/?ref_=ttep_ep8","30","8","646","Krusty the Clown","2018-11-25","64","802"
"https://www.imdb.com/title/tt8340898/?ref_=ttep_ep9","30","9","647","Daddicus Finch","2018-12-02","68","806"
"https://www.imdb.com/title/tt8730968/?ref_=ttep_ep10","30","10","648","'Tis the 30th Season","2018-12-09","67","809"
"https://www.imdb.com/title/tt8730984/?ref_=ttep_ep11","30","11","649","Mad About the Toy","2019-01-06","59","941"
"https://www.imdb.com/title/tt8730994/?ref_=ttep_ep12","30","12","650","The Girl on the Bus","2019-01-13","65","832"
